"country","pre_rmspe","post_rmspe","ratio"
"Portugal",676.368753290496,290.576178251734,0.429612067142513
"West Germany",184.184201066952,104.50015243596,0.567367623447647
"Austria",293.245026463864,168.488057508794,0.574564075444111
"Italy",165.442003462365,104.058881096507,0.628974981677964
"Netherlands",221.790097766058,156.279643281375,0.704628587369204
"Spain",308.286780034785,247.498506738299,0.802819072262435
"France",223.80013801055,184.896339208302,0.826167226043379
"New Zealand",595.384037415394,496.11486814981,0.833268675296505
"Japan",1001.03807910256,846.647208850182,0.845769233483311
"Denmark",108.635046370724,92.0513317972056,0.847344709395845
"Switzerland",692.761876327378,720.16409740199,1.03955503616897
"UK",249.002072387228,261.514754685138,1.05025131790249
"Belgium",201.962835951671,251.376686039972,1.24466803437106
"Norway",340.888927855195,779.072013455673,2.2854130767973
"Australia",148.100752779954,559.83149301329,3.78007189365931
"USA",193.070382135675,732.632468012312,3.79463934295977
"Greece",223.095474897131,854.890703130218,3.8319499914752
