"country","pre_rmspe","post_rmspe","ratio"
"UK",869.482540318138,266.483713533507,0.306485410777774
"Portugal",2315.27285142802,1024.97444557804,0.442701362366794
"Belgium",723.824084254834,490.542083641807,0.677708982489597
"Switzerland",2838.10986725654,2093.32716512676,0.737577917358876
"Austria",1044.34201428332,892.794275976788,0.854886870169122
"France",870.379972999228,746.248209076445,0.857382100032657
"Denmark",532.239090766032,476.339554028213,0.894972883977076
"Spain",1296.17704939225,1200.7506771961,0.926378597552785
"Japan",1477.39341838691,1643.09524156426,1.11215822482699
"New Zealand",1543.96585582258,2268.23136862062,1.46909425494528
"Netherlands",656.151943541557,1034.33059219398,1.57635834561614
"USA",1222.31393076656,2815.46859326332,2.30339237931914
"Norway",934.527548821256,2810.63197868353,3.00754320429467
"Greece",817.779016569362,2597.17913362238,3.17589358616429
"Italy",244.742994062975,867.355962890676,3.54394603290461
"Australia",350.860986880577,1291.28500685095,3.68033225446768
"West Germany",279.251941675688,1035.12185548219,3.70676690471981
