"country","pre_rmspe","post_rmspe","ratio"
"UK",370.564478067713,122.953183525805,0.331799702353925
"Austria",428.396166471667,180.318114852407,0.420914398785434
"France",210.570036748754,97.5113002801504,0.463082505876647
"Portugal",944.143642408304,465.480798772787,0.49301904695926
"Switzerland",1133.96657952353,789.014261323733,0.695800278042814
"Belgium",311.964323255942,276.537605994969,0.886439843853851
"Italy",190.293508038498,173.470920884261,0.911596631290053
"Netherlands",310.144173784116,297.684395607732,0.959825851234411
"Spain",537.988218837328,518.9130083811,0.964543442052593
"Denmark",140.662951987322,145.37414540887,1.03349278082812
"Japan",667.49444451914,717.255926550444,1.07454965721423
"New Zealand",608.447345576902,913.257899615631,1.50096455552735
"Norway",284.774164220177,585.848077377841,2.0572374568533
"USA",580.305683873599,1345.74380873273,2.31902572408002
"Greece",301.428788736891,1115.41244164932,3.70041775479826
"West Germany",103.927207512911,390.08353312863,3.75343033324713
"Australia",186.07151907393,738.976909924455,3.97146706600941
