"country","pre_rmspe","post_rmspe","ratio"
"Portugal",1424.78293032685,668.598017129692,0.46926307362225
"UK",744.016033400658,389.603859511302,0.523649816698907
"France",304.507066960569,174.267358708424,0.572293314726224
"Austria",676.740410465056,438.831968180107,0.648449481358061
"Switzerland",1673.72646232388,1336.26684907932,0.798378276952128
"Spain",645.968757043525,521.429609146045,0.807205617083601
"Italy",290.681991866161,275.897625749427,0.949139036712185
"Belgium",379.927686625822,363.885475478285,0.957775619644858
"Netherlands",493.72502179077,496.685396698356,1.00599599934564
"Japan",1083.1164825276,1095.61170776416,1.01153636329807
"New Zealand",1042.08863912746,1139.44907438431,1.09342817069609
"Denmark",211.303660692359,253.724879503384,1.20075950729877
"West Germany",207.286366438339,440.363452506802,2.12442072324036
"Norway",460.295069594634,1194.21685538731,2.59445936807235
"USA",516.569970743656,1862.45699780676,3.60543024815314
"Greece",479.775043770384,1807.28853473984,3.76694986162054
"Australia",220.626027396346,897.166375684076,4.06645755386038
