"country","pre_rmspe","post_rmspe","ratio"
"Belgium",527.99475555606,250.744730156204,0.474900039285676
"France",249.091496713034,134.450942429,0.539765283854286
"Portugal",1160.91375690721,630.224284807069,0.542869167547856
"Austria",583.088175619568,361.425389371221,0.619846885056765
"UK",659.5299637119,457.747628335174,0.694051299441992
"New Zealand",954.808579750592,668.771181800311,0.700424353093897
"Switzerland",1351.05059361495,963.800437660942,0.713371092256537
"Japan",892.101475884007,772.12533921208,0.86551290417602
"Italy",221.965131108373,211.323849992117,0.952058771289347
"Spain",663.314180066062,671.102771516559,1.01174193419131
"Netherlands",367.523839732729,419.667376036388,1.1418779699885
"Denmark",628.122931173307,891.565928556582,1.41941311852948
"Norway",346.958996653798,843.772506805841,2.43190842417547
"West Germany",155.557720581926,434.030017912355,2.790154138854
"Greece",367.354899611807,1302.11550344475,3.5445709443939
"USA",338.528875981536,1388.2233587558,4.1007531624319
"Australia",185.353475052057,808.287948478437,4.36079198542907
