"country","pre_rmspe","post_rmspe","ratio"
"Portugal",2738.99503522389,617.197172402801,0.225337090599126
"Austria",997.387850459705,346.450577407245,0.347357928259867
"UK",1070.56181128417,408.783618554797,0.381840276989189
"France",1525.16014564932,946.957579221546,0.620890587734568
"Belgium",1055.62640723818,746.506521676561,0.707169237675321
"Italy",578.155604893733,463.498452459147,0.801684613166276
"Switzerland",3134.47151706839,2664.97276470407,0.850214382294519
"Japan",4571.81129177961,3926.9076828635,0.8589391451752
"Spain",1365.64833717669,1238.33623920665,0.906775342887144
"Denmark",485.902114606045,477.167394541671,0.982023704359763
"Netherlands",878.804845375014,988.260284688416,1.12455033661847
"New Zealand",1980.03137906673,2242.19565371991,1.13240410097781
"Norway",2266.82032416244,5193.34175429076,2.29102487697592
"Australia",454.171427280681,1517.6538452296,3.34158811864597
"USA",1158.51651549185,4282.96624210181,3.69694016859438
"Greece",916.006383699617,3442.04405063261,3.75766382405622
"West Germany",325.929776105982,1385.06468908559,4.24958009554552
