"country","pre_rmspe","post_rmspe","ratio"
"UK",274.72298696444,116.478346029651,0.423984710259166
"Portugal",745.674895764293,397.765783107438,0.533430567888088
"Italy",176.620572268467,111.117311450976,0.629130061259658
"Austria",405.705324352333,264.22655561437,0.65127702239595
"Japan",695.635300682188,463.321253016578,0.666040456201998
"France",278.002298890804,197.23157173178,0.709460218561898
"New Zealand",674.540477651807,564.56965130615,0.836969270208239
"Spain",386.867796914947,359.580824710378,0.92946693309144
"Switzerland",765.172022873455,748.703812683955,0.978477767485987
"Belgium",174.940348357436,171.887246060213,0.982547752271622
"Netherlands",191.958854145425,214.220396234663,1.11597038432191
"Denmark",132.523389872262,154.601167375123,1.16659532724104
"West Germany",132.005413340138,202.294973703335,1.53247483254404
"USA",651.990398912197,1073.07779858453,1.64584908056145
"Norway",376.315198938631,857.853661775787,2.27961470648887
"Greece",302.752809075228,1085.18376530095,3.58438875799598
"Australia",177.863105231816,639.378789344539,3.59478031439522
