"country","pre_rmspe","post_rmspe","ratio"
"France",332.674570578863,100.663020255982,0.302587060023332
"UK",553.593008442884,210.834000963053,0.38084657455497
"Austria",600.972938044828,257.827365848295,0.429016598795772
"Belgium",628.36853492273,313.233280160583,0.498486577147121
"Portugal",1402.28342719494,754.391899872674,0.537973911152701
"New Zealand",1166.88404788336,788.841263516153,0.67602369313991
"Switzerland",1545.7851247721,1232.9688995189,0.797632788516241
"Spain",748.49773113405,709.514211663624,0.947917651785848
"Italy",267.778293346637,265.748003991557,0.992418021155839
"Netherlands",449.259775756633,489.97022655423,1.09061672776966
"Japan",1015.72449817459,1125.66197412793,1.1082355266127
"Denmark",761.762670478235,1072.64427297375,1.40810821341554
"Norway",427.448865367605,975.196569322432,2.2814344552857
"USA",724.778873133467,1989.73497571379,2.74529935883959
"West Germany",159.69094665266,579.780075905267,3.63063835526215
"Greece",444.182948138954,1685.91308466064,3.79553760837579
"Australia",201.74382917265,866.74284818821,4.29625457067369
