"country","pre_rmspe","post_rmspe","ratio"
"UK",672.373613645502,240.454632064125,0.357620565685822
"France",717.332462889493,259.504757468532,0.361763576714789
"Portugal",1788.46533148621,930.1768654776,0.520097789485596
"Switzerland",2302.95449593233,1332.19398552655,0.578471692723231
"Austria",741.702098386781,457.58206796442,0.616935113113029
"Belgium",523.044953882167,385.104597349863,0.736274376593299
"New Zealand",1590.83380050662,1203.46156384288,0.756497355952343
"Japan",2899.10827539593,2379.84412061428,0.820888319629684
"Spain",1002.24722103525,976.392979978039,0.974203728865916
"Denmark",256.822079749163,255.653573089242,0.995450131620061
"Italy",314.603808588007,340.841843346683,1.08340024514146
"Netherlands",486.805537905205,769.712697610209,1.58115024928105
"USA",905.930413321376,2016.06988208447,2.22541362166332
"Norway",596.747184289916,1391.77206014575,2.33226414264836
"Greece",571.54306844039,2146.69769418656,3.75596838230302
"West Germany",208.78643587607,807.108426834496,3.86571293986537
"Australia",285.848662229604,1237.48859082766,4.32917398029892
