"country","pre_rmspe","post_rmspe","ratio"
"Portugal",608.45802584217,278.302749756743,0.457390219105982
"France",203.268715680722,119.094144591881,0.585895100448928
"Italy",150.936942996779,97.4696594728442,0.645764102131868
"Austria",353.70082278323,239.695407144623,0.677678398536051
"Spain",243.643030175313,166.727837188437,0.684311950432023
"Denmark",111.630413243765,80.4772348779412,0.720925709575261
"UK",230.71388357734,218.489170551511,0.947013535395973
"New Zealand",488.486665013136,479.64240051851,0.981894563090299
"Belgium",169.516389356431,176.401846162404,1.04061823657354
"Japan",487.972547859351,617.132092389933,1.26468608756206
"Netherlands",173.201466680345,263.735832347982,1.52271131072304
"Switzerland",533.107916513064,831.227066456964,1.55920975980591
"USA",443.640916874286,925.295071482823,2.08568469743972
"Norway",327.564076373073,717.275179547147,2.18972479366211
"West Germany",78.4327421476167,210.450428607047,2.6831961097441
"Australia",143.125393023734,518.746197408711,3.6244176274345
"Greece",219.10369192587,858.351014503886,3.91755614412145
