"country","pre_rmspe","post_rmspe","ratio"
"France",228.402528672211,89.7305891369388,0.392861627489749
"UK",209.381311472975,140.951321046512,0.673180046752667
"Australia",369.76175836634,258.075958128829,0.697951998251645
"Japan",528.910035523848,374.643194364452,0.708330659661986
"Italy",137.3083127688,105.627917284294,0.769275473234823
"Spain",292.287644874628,258.902222737419,0.885778880077095
"New Zealand",488.202989185334,436.714568913311,0.894534811517763
"Denmark",191.025811880384,174.297080237471,0.912426852275918
"Switzerland",621.862671911277,596.87698221489,0.959821210011539
"Portugal",271.249835125653,260.818153741665,0.961542165070236
"Belgium",136.861676241231,134.913619906379,0.985766239400587
"Netherlands",166.903438717798,256.0186174244,1.53393255040886
"Austria",92.9111905578764,196.249665826755,2.11222851250094
"Norway",308.73270760053,706.136158979691,2.28720877832407
"USA",363.748233743138,858.238932436081,2.3594312021928
"Greece",286.818063841134,852.273122240055,2.97147645035398
"West Germany",70.7448762215422,225.911471033902,3.19332626049759
