"country","pre_rmspe","post_rmspe","ratio"
"France",279.056263927311,94.576547671083,0.33891569513637
"Austria",569.088041211361,226.055221343687,0.397223636719735
"Belgium",593.873115721893,276.728206313363,0.465971937417947
"Portugal",1227.79701491802,575.277491650756,0.468544461878469
"UK",505.608638241389,247.32533609934,0.48916358897583
"Australia",1272.50081255328,901.214300816686,0.708222966874492
"Switzerland",1454.61818006921,1140.73817865653,0.78421828785493
"Italy",266.650504634974,211.313927778248,0.792475259206885
"New Zealand",1072.39046147001,925.703181353212,0.863214672838736
"Japan",988.333897040417,908.860532828999,0.919588547504641
"Denmark",192.43993945988,179.389624803911,0.93218499916079
"Spain",695.021588275622,656.348078078525,0.944356390003587
"Netherlands",407.838336869913,483.769013839485,1.18617837046004
"West Germany",224.561514153723,415.294581299811,1.84935777114293
"USA",626.383540989986,1405.0157611479,2.24305983348047
"Norway",408.859048670729,993.65799757919,2.43031920367115
"Greece",412.799023200023,1555.05627748682,3.76710260947812
