"country","pre_rmspe","post_rmspe","ratio"
"UK",738.62015765873,341.734173738361,0.462665647823079
"Portugal",2108.15036549411,1037.84700701308,0.492302173507358
"Austria",855.015613370485,444.601999080578,0.519992842385591
"France",627.090415896858,358.619914728886,0.571879119243104
"Switzerland",2631.3176929813,1657.69978680405,0.629988462140376
"Denmark",461.039942735885,316.213329135905,0.685869704172365
"Spain",957.627602138807,813.094036359501,0.849071219901663
"New Zealand",1720.20108973329,1553.33245084367,0.902994690629167
"Belgium",507.449074823417,494.191208579649,0.973873503960212
"Japan",1561.06709576386,1604.43143336396,1.02777865071769
"Italy",347.379449303597,541.383259462576,1.55847808656472
"Netherlands",612.343462062116,960.69618756352,1.56888453471569
"USA",2737.41390809589,4370.8275741543,1.59669955691669
"Norway",994.946022370878,2343.81083960825,2.35571657849652
"Australia",352.260140782874,1187.1059150737,3.36996945619631
"Greece",715.034543661446,2695.80359426785,3.7701725296565
"West Germany",244.451674532415,990.884105265017,4.05349690142386
