"country","pre_rmspe","post_rmspe","ratio"
"UK",1092.20143101438,430.185800458532,0.393870387130877
"Portugal",2982.96051486559,1572.9146626418,0.527299860257344
"Austria",1231.02296653617,659.510407873296,0.535741757709862
"France",1688.39605798745,1140.5496522821,0.675522574745658
"Switzerland",3326.3874477556,2477.99117031469,0.744949651606777
"Italy",523.78690643421,476.182051115821,0.909114079153927
"Spain",1467.99698574956,1338.81220022118,0.911999284206697
"Denmark",595.272866948055,543.768204215165,0.913477220964307
"New Zealand",2019.46944790383,2173.46598994408,1.07625594048976
"Belgium",915.508554091714,1020.38577066133,1.11455623882582
"Japan",1877.60002709991,2728.53253408869,1.45320222342727
"Netherlands",816.122614018176,1352.63623889917,1.65739340592399
"USA",1449.69436829309,3263.51014833543,2.2511711569784
"Norway",2108.15539545464,4904.77300904239,2.32657090630866
"West Germany",471.443394814725,1233.05666564297,2.61549250494336
"Australia",547.83328039698,1462.89048064504,2.67032057560464
"Greece",923.599873852058,3482.88320184661,3.77098709132619
