"country","pre_rmspe","post_rmspe","ratio"
"Portugal",2864.04929340019,668.831494702131,0.233526530511665
"UK",1169.44861657129,635.428015483054,0.543356934609122
"Austria",1265.53522478014,760.37593634974,0.600833482514749
"France",1753.0811171303,1223.52555142798,0.697928657990924
"Italy",614.72867228831,433.551249147451,0.705272535171605
"Switzerland",3232.67493029195,2560.63728077955,0.79211097187192
"New Zealand",2254.38695031692,1887.98206567607,0.837470277855654
"Spain",1761.79157868431,1806.73727093753,1.02551135605199
"Japan",1980.68508837826,2070.59935383096,1.04539553812985
"Belgium",681.194062437666,717.81614867177,1.05376160517761
"Denmark",399.730550784293,487.914184827004,1.22060769153043
"Netherlands",795.982877310442,1250.11119830883,1.57052523859917
"West Germany",464.375714382139,994.768897820964,2.14216391385696
"USA",1459.6203002198,3285.00036278361,2.25058555453698
"Norway",1008.5172010999,2546.80054691324,2.52529212603976
"Australia",491.350886181979,1550.717140784,3.15602797185078
"Greece",931.754237785885,3427.18829574786,3.67821058039064
