"country","pre_rmspe","post_rmspe","ratio"
"France",257.295827088297,82.0386585247373,0.318849549381086
"Austria",280.793155922884,128.301760806284,0.456926239475439
"Portugal",591.39262980253,280.237467378116,0.473860263479593
"Spain",235.156874528148,161.975968732403,0.6887996324046
"Japan",582.28417169106,425.954770461544,0.731523869564398
"Italy",137.349478969186,116.229692768987,0.846233226665996
"New Zealand",512.643192502727,453.92494351758,0.885459809388116
"Australia",222.457583372884,220.417369525276,0.990828751186293
"Switzerland",641.124882658659,667.543589410347,1.04120680302117
"UK",545.288802971011,585.336891820216,1.07344381295013
"Denmark",144.951731430609,165.814337734968,1.14392795517828
"Belgium",245.004425931535,292.319244887527,1.19311822133864
"West Germany",128.396037124832,181.391921808539,1.41275327393619
"Netherlands",165.286625208593,252.556047417037,1.52798840861025
"Norway",298.788951863545,684.976592781132,2.29250977490612
"USA",300.576975141284,843.615289895409,2.80665306948037
"Greece",246.836721817295,920.9874597122,3.73116063497999
