"country","pre_rmspe","post_rmspe","ratio"
"UK",781.194311935821,270.853081730377,0.346716658828705
"Portugal",2219.15234569504,980.626150510618,0.44189221727519
"Austria",972.455679496913,569.250404238313,0.585374137084383
"Japan",1956.90658607543,1165.01321306361,0.595334095839519
"Switzerland",2703.40283758314,2043.76908908643,0.755998721564402
"Denmark",497.695115032174,454.948770765685,0.914111384710446
"Spain",1331.334502548,1278.92423516643,0.960633283910797
"France",1106.86457428705,1097.42832572547,0.991474793953312
"Belgium",977.28014741124,1114.893311926,1.14081240151997
"New Zealand",1619.82397548452,1875.41209537657,1.15778758912097
"Italy",449.297940020277,587.177360643324,1.30687748227117
"Netherlands",682.88094087155,1011.49541321447,1.48121781217603
"USA",1283.73482583702,2928.65335525791,2.28135382503811
"Norway",1064.02396727418,2515.64914854827,2.36427864965568
"Australia",424.44672658799,1276.33981937094,3.00706717573505
"Greece",766.903305348365,2872.29750836371,3.74531898393498
"West Germany",248.450061895984,1055.62490176728,4.24884137162833
