"country","pre_rmspe","post_rmspe","ratio"
"New Zealand",981.600105036246,547.670764355005,0.557936741800554
"UK",391.957319058045,219.915837938276,0.561070880030457
"Portugal",1083.53668552188,607.976435027714,0.561103692335883
"Austria",538.155921733278,309.721455340085,0.575523640699787
"Switzerland",1186.23674555196,921.660473920003,0.776961662480915
"Japan",784.244590811966,717.614979819225,0.915039757017953
"France",195.523274337153,182.365378928365,0.932704198753857
"Denmark",150.585604849962,142.250130454743,0.944646273436795
"Italy",203.786627777128,194.356041520245,0.953723233169175
"Spain",580.566525876316,571.039825408104,0.983590682473758
"Belgium",346.809886312015,377.169458269009,1.08753952281995
"Netherlands",331.790052598864,395.26395898271,1.19130744242229
"Norway",282.105360181003,731.349726273608,2.59247015301079
"West Germany",148.513856907136,392.986485918232,2.64612672583113
"Australia",240.080146521643,638.633477565604,2.66008450435544
"Greece",335.228789969086,1205.95795629946,3.59741762159112
"USA",326.333492463064,1302.99439255672,3.99283071658422
