"country","pre_rmspe","post_rmspe","ratio"
"UK",724.352669772933,183.849328741971,0.253811901873163
"Austria",594.119808219491,182.111432445315,0.306523078217308
"France",336.229366653509,138.69380320601,0.412497589328467
"Portugal",1640.48634787965,860.794955616579,0.524719365527893
"New Zealand",1427.89283049003,1105.19606288775,0.774004910794645
"Switzerland",1825.37868917824,1459.43040792146,0.799521993202666
"Denmark",244.470117452838,221.032703227038,0.904129737940991
"Belgium",402.583258220324,372.335655805226,0.924866218856662
"Spain",894.874241983927,861.314984316294,0.96249835329573
"Italy",302.763654012007,323.675038868275,1.06906834614778
"Netherlands",484.831981081665,629.792319749655,1.29899087585885
"Japan",1122.33327347584,1556.14807185926,1.38652939250381
"USA",1743.35612897355,2864.94326865213,1.64334941153931
"Norway",463.810293475145,1323.16306103995,2.85281090060771
"West Germany",199.493021458303,663.639351756537,3.32662940741136
"Greece",523.608725758696,1975.07735283431,3.77204820254375
"Australia",239.078073581519,994.653912682527,4.16037279279556
