"country","pre_rmspe","post_rmspe","ratio"
"Austria",941.629385891296,395.264564369182,0.419766598506318
"Portugal",2386.91998212316,1041.42476822749,0.43630485145176
"France",1340.28548996833,862.641190043371,0.643624956399219
"Italy",541.827471136483,389.421323589708,0.718718308565819
"Switzerland",2967.68563385084,2136.47247298508,0.719911990884567
"Japan",3624.44603039513,2898.48956795649,0.799705539453293
"UK",1126.12904430151,926.465684145309,0.822699395627398
"New Zealand",2116.00171271733,1847.78351029459,0.873242918088995
"Denmark",544.326755584042,484.897825148112,0.890821221212679
"Belgium",626.313240574454,571.40085168791,0.912324400429124
"Spain",1424.5237034986,1362.41676293653,0.956401609597978
"Netherlands",728.879559232731,1149.81079530655,1.57750451462368
"USA",3341.30840619802,5352.19305146912,1.6018255128862
"Norway",1783.12756133572,3835.13820548673,2.15079295987881
"West Germany",310.468584583908,1033.03620617668,3.32734536591251
"Greece",818.021218122742,2983.01020264828,3.64661714948412
"Australia",389.049407814198,1743.45343365971,4.48131625094864
