"country","pre_rmspe","post_rmspe","ratio"
"Belgium",416.560701743343,159.046101215098,0.381807742663858
"UK",339.377344910551,137.859897698854,0.40621420305822
"France",219.835559025452,101.508669870771,0.461748182690584
"Portugal",888.1632885056,435.236084316,0.49004061522101
"Austria",503.166615400462,258.956516514961,0.51465361291679
"Australia",574.764231348796,395.651071054672,0.688371073694338
"Switzerland",1041.79240451075,783.64951505207,0.752212736106568
"Italy",190.189368641651,148.056827420107,0.778470576339475
"Japan",704.419655584768,596.098211406886,0.846225977201105
"Spain",510.982530092864,495.52848335518,0.969756213123616
"Netherlands",291.385293811228,302.896604417724,1.03950546184377
"New Zealand",621.126370632936,748.379704257808,1.20487511018925
"Denmark",451.299131002785,638.546438196375,1.41490730721667
"Norway",271.496606441231,588.920939294758,2.1691650109897
"USA",424.733894014183,959.193524387814,2.2583399580439
"West Germany",109.969118567342,352.308599721827,3.20370486107046
"Greece",338.268611414636,1278.41830625274,3.77929924064312
