"country","pre_rmspe","post_rmspe","ratio"
"Austria",698.393402872103,211.245562159506,0.302473593379849
"UK",786.999782658645,254.959568198462,0.323963962654674
"Portugal",2089.59961217954,944.418085262853,0.451961265573639
"Japan",2002.61015772807,956.117407785005,0.477435612765344
"Switzerland",2718.91243624869,1676.31268430876,0.616537944348656
"Italy",445.211258466263,355.161414810859,0.797736822816157
"France",1454.80155680685,1170.48696581307,0.804568128440953
"Denmark",457.640066211653,385.259580854602,0.841839710503897
"New Zealand",1725.81966787529,1609.32120980486,0.932496737498735
"Spain",1198.96290621821,1140.10406310817,0.95090853703248
"Netherlands",755.224308422762,817.541687445739,1.08251505986761
"Belgium",926.64068459135,1064.89565938545,1.14920019927149
"Norway",1266.33375324898,2824.92363410968,2.23078917928381
"West Germany",396.693975390869,928.028244907708,2.33940594634266
"USA",1033.60807377031,3437.19606396344,3.32543461219833
"Greece",712.422746754771,2650.23928948875,3.72003743782905
"Australia",386.395936448134,1630.22666426781,4.21905747574195
